,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
1585,2014,92397,20,65.6,All Ages,San Bernardino
1586,2014,92399,158,28.9,All Ages,San Bernardino
1587,2014,92401,47,242.0,All Ages,San Bernardino
1588,2014,92404,721,107.2,All Ages,San Bernardino
1589,2014,92405,329,110.8,All Ages,San Bernardino
1590,2014,92407,467,74.6,All Ages,San Bernardino
1591,2014,92408,80,51.7,All Ages,San Bernardino
1592,2014,92410,576,113.3,All Ages,San Bernardino
1593,2014,92411,476,177.8,All Ages,San Bernardino
1594,2014,92501,194,92.2,All Ages,Riverside
1595,2014,92503,411,45.9,All Ages,Riverside
1596,2014,92504,309,56.4,All Ages,Riverside
1597,2014,92505,245,48.2,All Ages,Riverside
1598,2014,92506,142,36.3,All Ages,Riverside
1599,2014,92507,335,68.0,All Ages,Riverside
1600,2014,92508,80,21.6,All Ages,Riverside
1601,2014,92509,388,49.5,All Ages,Riverside
1602,2014,92530,232,44.0,All Ages,Riverside
1603,2014,92532,76,35.2,All Ages,Riverside
1604,2014,92536,16,39.5,All Ages,Riverside
1605,2014,92539,13,29.7,All Ages,Riverside
1606,2014,92543,272,92.4,All Ages,Riverside
1607,2014,92544,246,53.3,All Ages,Riverside
1608,2014,92545,185,49.4,All Ages,Riverside
1609,2014,92548,36,43.1,All Ages,Riverside
1610,2014,92551,183,52.4,All Ages,Riverside
1611,2014,92553,541,70.4,All Ages,Riverside
1612,2014,92555,211,51.4,All Ages,Riverside
1613,2014,92557,209,42.4,All Ages,Riverside
1614,2014,92562,150,24.2,All Ages,Riverside
1615,2014,92563,162,25.0,All Ages,Riverside
1616,2014,92567,21,23.3,All Ages,Riverside
1617,2014,92570,285,49.5,All Ages,Riverside
1618,2014,92571,254,45.0,All Ages,Riverside
1619,2014,92582,83,43.0,All Ages,Riverside
1620,2014,92583,200,65.1,All Ages,Riverside
1621,2014,92584,147,34.3,All Ages,Riverside
1622,2014,92585,69,34.0,All Ages,Riverside
1623,2014,92586,74,49.9,All Ages,Riverside
1624,2014,92587,61,35.1,All Ages,Riverside
1625,2014,92591,132,32.9,All Ages,Riverside
1626,2014,92592,152,20.2,All Ages,Riverside
1627,2014,92595,105,33.8,All Ages,Riverside
1628,2014,92596,50,21.4,All Ages,Riverside
1629,2014,92602,34,16.0,All Ages,Orange
1630,2014,92603,26,12.6,All Ages,Orange
1631,2014,92604,68,27.0,All Ages,Orange
1632,2014,92606,29,14.0,All Ages,Orange
1633,2014,92610,21,18.0,All Ages,Orange
1634,2014,92612,62,27.8,All Ages,Orange
1635,2014,92614,51,24.9,All Ages,Orange
1636,2014,92617,12,19.7,All Ages,Orange
1637,2014,92618,54,24.3,All Ages,Orange
1638,2014,92620,60,15.1,All Ages,Orange
1639,2014,92624,13,18.8,All Ages,Orange
1640,2014,92625,25,24.1,All Ages,Orange
1641,2014,92626,138,29.5,All Ages,Orange
1642,2014,92627,281,46.8,All Ages,Orange
1643,2014,92629,65,29.3,All Ages,Orange
1644,2014,92630,147,25.1,All Ages,Orange
1645,2014,92637,63,18.3,All Ages,Orange
1646,2014,92646,135,25.6,All Ages,Orange
1647,2014,92647,214,38.6,All Ages,Orange
1648,2014,92648,105,25.1,All Ages,Orange
1649,2014,92649,70,21.4,All Ages,Orange
1650,2014,92651,49,19.2,All Ages,Orange
1651,2014,92653,56,20.1,All Ages,Orange
1652,2014,92655,38,51.5,All Ages,Orange
1653,2014,92656,73,16.5,All Ages,Orange
1654,2014,92660,54,16.3,All Ages,Orange
1655,2014,92663,50,25.9,All Ages,Orange
1656,2014,92672,93,23.3,All Ages,Orange
1657,2014,92673,50,18.6,All Ages,Orange
1658,2014,92675,78,22.3,All Ages,Orange
1659,2014,92677,146,23.6,All Ages,Orange
1660,2014,92679,45,17.4,All Ages,Orange
1661,2014,92683,316,34.6,All Ages,Orange
1662,2014,92688,72,17.0,All Ages,Orange
1663,2014,92691,100,21.7,All Ages,Orange
1664,2014,92692,88,19.6,All Ages,Orange
1665,2014,92694,32,14.6,All Ages,Orange
1666,2014,92701,285,50.3,All Ages,Orange
1667,2014,92703,322,43.6,All Ages,Orange
1668,2014,92704,382,41.7,All Ages,Orange
1669,2014,92705,120,29.3,All Ages,Orange
1670,2014,92706,151,37.9,All Ages,Orange
1671,2014,92707,275,42.6,All Ages,Orange
1672,2014,92708,138,25.2,All Ages,Orange
1673,2014,92780,172,30.6,All Ages,Orange
1674,2014,92782,41,15.1,All Ages,Orange
1675,2014,92801,330,51.8,All Ages,Orange
1676,2014,92802,206,46.7,All Ages,Orange
1677,2014,92804,392,44.9,All Ages,Orange
1678,2014,92805,346,44.7,All Ages,Orange
1679,2014,92806,205,50.5,All Ages,Orange
1680,2014,92807,81,23.9,All Ages,Orange
1681,2014,92808,35,19.4,All Ages,Orange
1682,2014,92821,117,31.2,All Ages,Orange
1683,2014,92831,150,47.7,All Ages,Orange
1684,2014,92832,134,55.2,All Ages,Orange
1685,2014,92833,178,35.0,All Ages,Orange
1686,2014,92835,62,26.8,All Ages,Orange
1687,2014,92840,228,41.8,All Ages,Orange
1688,2014,92841,130,39.6,All Ages,Orange
1689,2014,92843,204,45.2,All Ages,Orange
1690,2014,92844,91,40.1,All Ages,Orange
1691,2014,92845,30,21.1,All Ages,Orange
1692,2014,92860,91,34.9,All Ages,Riverside
1693,2014,92865,56,28.9,All Ages,Orange
1694,2014,92866,70,46.3,All Ages,Orange
1695,2014,92867,73,17.1,All Ages,Orange
1696,2014,92868,84,36.7,All Ages,Orange
1697,2014,92869,67,18.6,All Ages,Orange
1698,2014,92870,208,40.0,All Ages,Orange
1699,2014,92879,189,39.9,All Ages,Riverside
1700,2014,92880,203,28.3,All Ages,Riverside
1701,2014,92881,58,17.9,All Ages,Riverside
1702,2014,92882,223,33.0,All Ages,Riverside
1703,2014,92883,73,26.0,All Ages,Riverside
1704,2014,92886,148,30.4,All Ages,Orange
1705,2014,92887,41,24.2,All Ages,Orange
1706,2014,93001,142,47.4,All Ages,Ventura
1707,2014,93003,144,31.4,All Ages,Ventura
1708,2014,93004,81,29.8,All Ages,Ventura
1709,2014,93010,148,35.0,All Ages,Ventura
1710,2014,93012,79,23.4,All Ages,Ventura
1711,2014,93013,30,19.8,All Ages,Santa Barbara
1712,2014,93015,44,21.7,All Ages,Ventura
1713,2014,93021,88,24.6,All Ages,Ventura
1714,2014,93022,14,26.1,All Ages,Ventura
1715,2014,93023,68,37.5,All Ages,Ventura
1716,2014,93030,415,69.2,All Ages,Ventura
1717,2014,93033,353,39.5,All Ages,Ventura
1718,2014,93035,101,38.2,All Ages,Ventura
1719,2014,93036,172,37.0,All Ages,Ventura
1720,2014,93041,97,40.4,All Ages,Ventura
1721,2014,93060,126,36.6,All Ages,Ventura
1722,2014,93063,196,36.4,All Ages,Ventura
1723,2014,93065,232,32.8,All Ages,Ventura
1724,2014,93101,159,54.9,All Ages,Santa Barbara
1725,2014,93103,80,45.2,All Ages,Santa Barbara
1726,2014,93105,50,20.5,All Ages,Santa Barbara
1727,2014,93109,23,26.5,All Ages,Santa Barbara
1728,2014,93110,43,34.5,All Ages,Santa Barbara
1729,2014,93111,44,26.9,All Ages,Santa Barbara
1730,2014,93117,95,28.0,All Ages,Santa Barbara
1731,2014,93202,71,243.8,All Ages,Kings
1732,2014,93203,97,45.8,All Ages,Kern
1733,2014,93204,56,39.6,All Ages,Kings
1734,2014,93206,12,48.2,All Ages,Kern
1735,2014,93210,101,55.3,All Ages,Fresno
1736,2014,93212,110,52.5,All Ages,Kings
1737,2014,93215,244,43.9,All Ages,Kern
1738,2014,93219,73,62.8,All Ages,Tulare
1739,2014,93221,60,35.7,All Ages,Tulare
1740,2014,93223,65,58.6,All Ages,Tulare
1741,2014,93230,691,99.6,All Ages,Kings
1742,2014,93234,40,55.6,All Ages,Fresno
1743,2014,93235,31,57.2,All Ages,Tulare
1744,2014,93240,48,92.0,All Ages,Kern
1745,2014,93241,71,41.4,All Ages,Kern
1746,2014,93242,22,64.8,All Ages,Fresno
1747,2014,93245,279,72.7,All Ages,Kings
1748,2014,93247,85,42.0,All Ages,Tulare
1749,2014,93250,104,72.6,All Ages,Kern
1750,2014,93256,24,31.1,All Ages,Tulare
1751,2014,93257,392,47.8,All Ages,Tulare
1752,2014,93261,16,66.3,All Ages,Tulare
1753,2014,93263,94,43.3,All Ages,Kern
1754,2014,93267,27,39.9,All Ages,Tulare
1755,2014,93268,77,41.0,All Ages,Kern
1756,2014,93270,22,33.3,All Ages,Tulare
1757,2014,93274,472,63.9,All Ages,Tulare
1758,2014,93277,209,41.1,All Ages,Tulare
1759,2014,93280,91,31.9,All Ages,Kern
1760,2014,93283,13,63.9,All Ages,Kern
1761,2014,93285,17,88.2,All Ages,Kern
1762,2014,93286,29,25.8,All Ages,Tulare
1763,2014,93291,268,46.0,All Ages,Tulare
1764,2014,93292,224,53.8,All Ages,Tulare
1765,2014,93301,191,160.8,All Ages,Kern
1766,2014,93304,627,114.3,All Ages,Kern
1767,2014,93305,449,108.9,All Ages,Kern
1768,2014,93306,465,65.4,All Ages,Kern
1769,2014,93307,773,83.3,All Ages,Kern
1770,2014,93308,379,70.7,All Ages,Kern
1771,2014,93309,444,74.1,All Ages,Kern
1772,2014,93311,140,31.6,All Ages,Kern
1773,2014,93312,167,28.1,All Ages,Kern
1774,2014,93313,227,46.2,All Ages,Kern
1775,2014,93314,77,32.0,All Ages,Kern
1776,2014,93401,82,35.0,All Ages,San Luis Obispo
1777,2014,93402,42,35.4,All Ages,San Luis Obispo
1778,2014,93405,42,24.0,All Ages,San Luis Obispo
1779,2014,93420,104,44.2,All Ages,San Luis Obispo
1780,2014,93422,92,30.9,All Ages,San Luis Obispo
1781,2014,93433,58,47.0,All Ages,San Luis Obispo
1782,2014,93434,44,56.3,All Ages,Santa Barbara
1783,2014,93436,251,45.7,All Ages,Santa Barbara
1784,2014,93437,14,22.3,All Ages,Santa Barbara
1785,2014,93442,23,24.3,All Ages,San Luis Obispo
1786,2014,93444,61,32.8,All Ages,San Luis Obispo
1787,2014,93445,39,56.0,All Ages,San Luis Obispo
1788,2014,93446,162,37.4,All Ages,San Luis Obispo
1789,2014,93449,14,21.8,All Ages,San Luis Obispo
1790,2014,93451,18,49.0,All Ages,San Luis Obispo
1791,2014,93454,207,54.5,All Ages,Santa Barbara
1792,2014,93455,148,37.2,All Ages,Santa Barbara
1793,2014,93458,276,43.9,All Ages,Santa Barbara
1794,2014,93460,18,34.0,All Ages,Santa Barbara
1795,2014,93463,22,28.1,All Ages,Santa Barbara
1796,2014,93465,29,34.6,All Ages,San Luis Obispo
1797,2014,93501,46,82.0,All Ages,Kern
1798,2014,93505,142,98.6,All Ages,Kern
1799,2014,93510,44,53.5,All Ages,Los Angeles
1800,2014,93514,61,48.4,All Ages,Inyo
1801,2014,93534,531,132.5,All Ages,Los Angeles
1802,2014,93535,948,124.6,All Ages,Los Angeles
1803,2014,93536,343,47.0,All Ages,Los Angeles
1804,2014,93543,84,62.4,All Ages,Los Angeles
1805,2014,93546,43,44.2,All Ages,Mono
1806,2014,93550,835,103.5,All Ages,Los Angeles
1807,2014,93551,192,39.4,All Ages,Los Angeles
1808,2014,93552,251,59.7,All Ages,Los Angeles
1809,2014,93555,199,66.3,All Ages,Kern
1810,2014,93560,118,59.3,All Ages,Kern
1811,2014,93561,182,56.1,All Ages,Kern
1812,2014,93591,59,81.9,All Ages,Los Angeles
1813,2014,93609,55,96.2,All Ages,Fresno
1814,2014,93610,111,54.2,All Ages,Madera
1815,2014,93611,195,46.7,All Ages,Fresno
1816,2014,93612,299,85.1,All Ages,Fresno
1817,2014,93614,34,34.1,All Ages,Madera
1818,2014,93615,21,25.0,All Ages,Tulare
1819,2014,93616,20,74.2,All Ages,Fresno
1820,2014,93618,185,54.2,All Ages,Tulare
1821,2014,93619,82,23.5,All Ages,Fresno
1822,2014,93620,100,101.2,All Ages,Merced
1823,2014,93622,60,56.2,All Ages,Fresno
1824,2014,93625,52,65.1,All Ages,Fresno
1825,2014,93630,117,51.3,All Ages,Fresno
1826,2014,93631,106,59.3,All Ages,Fresno
1827,2014,93635,474,115.8,All Ages,Merced
1828,2014,93636,41,39.6,All Ages,Madera
1829,2014,93637,316,76.1,All Ages,Madera
1830,2014,93638,439,74.8,All Ages,Madera
1831,2014,93640,83,57.9,All Ages,Fresno
1832,2014,93644,25,29.2,All Ages,Madera
1833,2014,93646,74,65.3,All Ages,Fresno
1834,2014,93647,49,34.0,All Ages,Tulare
1835,2014,93648,169,89.1,All Ages,Fresno
1836,2014,93650,49,138.0,All Ages,Fresno
1837,2014,93654,221,69.2,All Ages,Fresno
1838,2014,93656,40,58.3,All Ages,Fresno
1839,2014,93657,235,63.7,All Ages,Fresno
1840,2014,93660,20,31.3,All Ages,Fresno
1841,2014,93662,387,122.4,All Ages,Fresno
1842,2014,93675,12,36.5,All Ages,Fresno
1843,2014,93701,185,139.6,All Ages,Fresno
1844,2014,93702,505,99.8,All Ages,Fresno
1845,2014,93703,449,125.0,All Ages,Fresno
1846,2014,93704,216,85.5,All Ages,Fresno
1847,2014,93705,503,125.1,All Ages,Fresno
1848,2014,93706,531,116.1,All Ages,Fresno
1849,2014,93710,239,85.3,All Ages,Fresno
1850,2014,93711,160,47.1,All Ages,Fresno
1851,2014,93720,161,35.6,All Ages,Fresno
1852,2014,93721,42,72.5,All Ages,Fresno
1853,2014,93722,646,76.9,All Ages,Fresno
1854,2014,93723,46,40.8,All Ages,Fresno
1855,2014,93725,265,93.1,All Ages,Fresno
1856,2014,93726,402,99.6,All Ages,Fresno
1857,2014,93727,527,66.0,All Ages,Fresno
1858,2014,93728,168,105.3,All Ages,Fresno
1859,2014,93730,27,22.2,All Ages,Fresno
1860,2014,93737,13,28.2,All Ages,Fresno
1861,2014,93901,254,97.8,All Ages,Monterey
1862,2014,93905,449,65.7,All Ages,Monterey
1863,2014,93906,439,72.6,All Ages,Monterey
1864,2014,93907,113,50.2,All Ages,Monterey
1865,2014,93908,17,10.5,All Ages,Monterey
1866,2014,93926,39,37.7,All Ages,Monterey
1867,2014,93927,97,54.5,All Ages,Monterey
1868,2014,93930,57,30.1,All Ages,Monterey
1869,2014,93933,101,45.6,All Ages,Monterey
1870,2014,93940,58,19.7,All Ages,Monterey
1871,2014,93950,56,44.8,All Ages,Monterey
1872,2014,93955,161,45.0,All Ages,Monterey
1873,2014,93960,80,31.6,All Ages,Monterey
1874,2014,94002,63,23.1,All Ages,San Mateo
1875,2014,94005,18,45.5,All Ages,San Mateo
1876,2014,94010,90,21.6,All Ages,San Mateo
1877,2014,94014,264,55.5,All Ages,San Mateo
1878,2014,94015,259,43.8,All Ages,San Mateo
1879,2014,94019,65,31.1,All Ages,San Mateo
1880,2014,94024,18,8.0,All Ages,Santa Clara
1881,2014,94025,110,26.8,All Ages,San Mateo
1882,2014,94030,97,48.0,All Ages,San Mateo
1883,2014,94038,14,41.8,All Ages,San Mateo
1884,2014,94040,43,12.7,All Ages,Santa Clara
1885,2014,94041,19,12.4,All Ages,Santa Clara
1886,2014,94043,62,20.8,All Ages,Santa Clara
1887,2014,94044,154,43.0,All Ages,San Mateo
1888,2014,94061,130,34.8,All Ages,San Mateo
1889,2014,94062,57,24.3,All Ages,San Mateo
1890,2014,94063,221,69.2,All Ages,San Mateo
1891,2014,94065,22,18.2,All Ages,San Mateo
1892,2014,94066,217,52.0,All Ages,San Mateo
1893,2014,94070,61,18.6,All Ages,San Mateo
1894,2014,94080,322,50.2,All Ages,San Mateo
1895,2014,94085,56,25.5,All Ages,Santa Clara
1896,2014,94086,77,15.6,All Ages,Santa Clara
1897,2014,94087,68,12.4,All Ages,Santa Clara
1898,2014,94089,84,41.7,All Ages,Santa Clara
1899,2014,94102,339,117.1,All Ages,San Francisco
1900,2014,94103,225,90.2,All Ages,San Francisco
1901,2014,94107,98,49.1,All Ages,San Francisco
1902,2014,94108,29,34.2,All Ages,San Francisco
1903,2014,94109,171,36.0,All Ages,San Francisco
1904,2014,94110,298,48.0,All Ages,San Francisco
1905,2014,94111,17,63.5,All Ages,San Francisco
1906,2014,94112,325,45.8,All Ages,San Francisco
1907,2014,94114,60,24.2,All Ages,San Francisco
1908,2014,94115,131,49.1,All Ages,San Francisco
1909,2014,94116,93,25.1,All Ages,San Francisco
1910,2014,94117,108,35.6,All Ages,San Francisco
1911,2014,94118,62,18.0,All Ages,San Francisco
1912,2014,94121,73,21.9,All Ages,San Francisco
1913,2014,94122,116,25.8,All Ages,San Francisco
1914,2014,94123,26,18.2,All Ages,San Francisco
1915,2014,94124,369,106.0,All Ages,San Francisco
1916,2014,94127,32,16.5,All Ages,San Francisco
1917,2014,94130,24,86.3,All Ages,San Francisco
1918,2014,94131,51,22.6,All Ages,San Francisco
1919,2014,94132,99,44.1,All Ages,San Francisco
1920,2014,94133,82,33.6,All Ages,San Francisco
1921,2014,94134,210,51.3,All Ages,San Francisco
1922,2014,94301,18,9.5,All Ages,Santa Clara
1923,2014,94303,227,47.8,All Ages,Santa Clara
1924,2014,94306,25,10.3,All Ages,Santa Clara
1925,2014,94401,185,53.9,All Ages,San Mateo
1926,2014,94402,56,22.3,All Ages,San Mateo
1927,2014,94403,116,29.5,All Ages,San Mateo
1928,2014,94404,65,19.2,All Ages,San Mateo
1929,2014,94501,299,52.4,All Ages,Alameda
1930,2014,94502,31,26.8,All Ages,Alameda
1931,2014,94503,109,51.1,All Ages,Napa
1932,2014,94505,46,36.4,All Ages,Contra Costa
1933,2014,94506,42,18.7,All Ages,Contra Costa
1934,2014,94507,19,13.8,All Ages,Contra Costa
1935,2014,94509,869,138.2,All Ages,Contra Costa
1936,2014,94510,110,42.2,All Ages,Solano
1937,2014,94511,13,67.7,All Ages,Contra Costa
1938,2014,94513,250,42.2,All Ages,Contra Costa
1939,2014,94515,14,20.3,All Ages,Napa
1940,2014,94517,31,28.1,All Ages,Contra Costa
1941,2014,94518,126,46.5,All Ages,Contra Costa
1942,2014,94519,117,64.0,All Ages,Contra Costa
1943,2014,94520,359,94.6,All Ages,Contra Costa
1944,2014,94521,188,45.4,All Ages,Contra Costa
1945,2014,94523,109,31.4,All Ages,Contra Costa
1946,2014,94525,13,40.2,All Ages,Contra Costa
1947,2014,94526,44,18.0,All Ages,Contra Costa
1948,2014,94530,71,31.6,All Ages,Contra Costa
1949,2014,94531,335,80.1,All Ages,Contra Costa
1950,2014,94533,749,103.9,All Ages,Solano
1951,2014,94534,134,37.0,All Ages,Solano
1952,2014,94536,321,44.6,All Ages,Alameda
1953,2014,94538,285,47.4,All Ages,Alameda
1954,2014,94539,83,16.5,All Ages,Alameda
1955,2014,94541,608,97.9,All Ages,Alameda
1956,2014,94542,62,52.1,All Ages,Alameda
1957,2014,94544,631,84.8,All Ages,Alameda
1958,2014,94545,299,99.9,All Ages,Alameda
1959,2014,94546,240,60.8,All Ages,Alameda
1960,2014,94547,113,50.2,All Ages,Contra Costa
1961,2014,94549,58,22.4,All Ages,Contra Costa
1962,2014,94550,112,24.3,All Ages,Alameda
1963,2014,94551,83,23.2,All Ages,Alameda
1964,2014,94552,29,20.9,All Ages,Alameda
1965,2014,94553,265,57.2,All Ages,Contra Costa
1966,2014,94555,141,43.2,All Ages,Alameda
1967,2014,94556,21,13.8,All Ages,Contra Costa
1968,2014,94558,290,45.7,All Ages,Napa
1969,2014,94559,173,62.8,All Ages,Napa
1970,2014,94560,260,61.6,All Ages,Alameda
1971,2014,94561,244,63.0,All Ages,Contra Costa
1972,2014,94563,30,22.2,All Ages,Contra Costa
1973,2014,94564,71,40.3,All Ages,Contra Costa
1974,2014,94565,1000,111.0,All Ages,Contra Costa
1975,2014,94566,76,19.6,All Ages,Alameda
1976,2014,94568,118,23.6,All Ages,Alameda
1977,2014,94571,41,63.1,All Ages,Solano
1978,2014,94572,85,102.8,All Ages,Contra Costa
1979,2014,94574,31,32.5,All Ages,Napa
1980,2014,94577,336,73.1,All Ages,Alameda
1981,2014,94578,332,84.8,All Ages,Alameda
1982,2014,94579,125,64.4,All Ages,Alameda
1983,2014,94580,242,85.4,All Ages,Alameda
1984,2014,94582,83,17.8,All Ages,Contra Costa
1985,2014,94583,70,21.6,All Ages,Contra Costa
1986,2014,94585,219,78.8,All Ages,Solano
1987,2014,94587,406,57.6,All Ages,Alameda
1988,2014,94588,61,19.2,All Ages,Alameda
1989,2014,94589,358,121.8,All Ages,Solano
1990,2014,94590,589,166.5,All Ages,Solano
1991,2014,94591,448,87.6,All Ages,Solano
1992,2014,94595,46,29.9,All Ages,Contra Costa
1993,2014,94596,46,22.5,All Ages,Contra Costa
1994,2014,94597,59,29.4,All Ages,Contra Costa
1995,2014,94598,52,22.0,All Ages,Contra Costa
1996,2014,94599,15,34.3,All Ages,Napa
1997,2014,94601,556,103.9,All Ages,Alameda
1998,2014,94602,163,56.0,All Ages,Alameda
1999,2014,94603,563,173.5,All Ages,Alameda
2000,2014,94605,581,142.5,All Ages,Alameda
2001,2014,94606,317,92.3,All Ages,Alameda
2002,2014,94607,367,148.8,All Ages,Alameda
2003,2014,94608,308,116.7,All Ages,Alameda
2004,2014,94609,185,97.9,All Ages,Alameda
2005,2014,94610,124,46.6,All Ages,Alameda
2006,2014,94611,102,25.3,All Ages,Alameda
2007,2014,94612,184,134.8,All Ages,Alameda
2008,2014,94618,20,13.6,All Ages,Alameda
2009,2014,94619,159,76.0,All Ages,Alameda
2010,2014,94621,564,175.6,All Ages,Alameda
2011,2014,94702,93,60.0,All Ages,Alameda
2012,2014,94703,145,82.7,All Ages,Alameda
2013,2014,94704,60,75.3,All Ages,Alameda
2014,2014,94705,27,24.1,All Ages,Alameda
2015,2014,94706,64,33.9,All Ages,Alameda
2016,2014,94707,20,18.7,All Ages,Alameda
2017,2014,94708,14,12.3,All Ages,Alameda
2018,2014,94709,21,36.2,All Ages,Alameda
2019,2014,94710,64,86.0,All Ages,Alameda
2020,2014,94801,520,165.4,All Ages,Contra Costa
2021,2014,94803,167,71.9,All Ages,Contra Costa
2022,2014,94804,547,137.3,All Ages,Contra Costa
2023,2014,94805,95,71.4,All Ages,Contra Costa
2024,2014,94806,546,89.7,All Ages,Contra Costa
2025,2014,94901,111,28.1,All Ages,Marin
2026,2014,94903,73,25.4,All Ages,Marin
2027,2014,94904,16,11.3,All Ages,Marin
2028,2014,94920,21,13.2,All Ages,Marin
2029,2014,94925,21,29.1,All Ages,Marin
2030,2014,94928,157,39.0,All Ages,Sonoma
2031,2014,94931,28,38.7,All Ages,Sonoma
2032,2014,94941,60,21.0,All Ages,Marin
2033,2014,94945,42,24.1,All Ages,Marin
2034,2014,94947,106,43.3,All Ages,Marin
2035,2014,94949,68,40.3,All Ages,Marin
2036,2014,94952,108,35.4,All Ages,Sonoma
2037,2014,94954,160,42.2,All Ages,Sonoma
2038,2014,94960,24,16.1,All Ages,Marin
2039,2014,94965,38,38.1,All Ages,Marin
2040,2014,95003,40,19.6,All Ages,Santa Cruz
2041,2014,95005,14,20.2,All Ages,Santa Cruz
2042,2014,95006,16,20.1,All Ages,Santa Cruz
2043,2014,95008,119,25.8,All Ages,Santa Clara
2044,2014,95010,36,36.3,All Ages,Santa Cruz
2045,2014,95012,76,72.1,All Ages,Monterey
2046,2014,95014,44,7.0,All Ages,Santa Clara
2047,2014,95018,14,21.8,All Ages,Santa Cruz
2048,2014,95019,46,73.3,All Ages,Santa Cruz
2049,2014,95020,354,56.1,All Ages,Santa Clara
2050,2014,95023,277,54.4,All Ages,San Benito
2051,2014,95030,18,18.3,All Ages,Santa Clara
2052,2014,95032,30,12.2,All Ages,Santa Clara
2053,2014,95033,16,16.7,All Ages,Santa Cruz
2054,2014,95035,131,19.2,All Ages,Santa Clara
2055,2014,95037,137,28.5,All Ages,Santa Clara
2056,2014,95045,16,36.4,All Ages,San Benito
2057,2014,95046,23,39.2,All Ages,Santa Clara
2058,2014,95050,104,27.0,All Ages,Santa Clara
2059,2014,95051,128,23.0,All Ages,Santa Clara
2060,2014,95054,50,24.5,All Ages,Santa Clara
2061,2014,95060,144,35.3,All Ages,Santa Cruz
2062,2014,95062,78,22.9,All Ages,Santa Cruz
2063,2014,95065,18,21.9,All Ages,Santa Cruz
2064,2014,95066,25,17.5,All Ages,Santa Cruz
2065,2014,95070,29,8.8,All Ages,Santa Clara
2066,2014,95073,34,35.5,All Ages,Santa Cruz
2067,2014,95076,415,44.9,All Ages,Santa Cruz
2068,2014,95110,75,38.7,All Ages,Santa Clara
2069,2014,95111,338,56.1,All Ages,Santa Clara
2070,2014,95112,268,49.2,All Ages,Santa Clara
2071,2014,95116,340,63.7,All Ages,Santa Clara
2072,2014,95117,91,29.9,All Ages,Santa Clara
2073,2014,95118,97,30.6,All Ages,Santa Clara
2074,2014,95119,44,41.9,All Ages,Santa Clara
2075,2014,95120,56,16.3,All Ages,Santa Clara
2076,2014,95121,126,34.0,All Ages,Santa Clara
2077,2014,95122,309,53.0,All Ages,Santa Clara
2078,2014,95123,260,40.7,All Ages,Santa Clara
2079,2014,95124,120,24.7,All Ages,Santa Clara
2080,2014,95125,145,28.4,All Ages,Santa Clara
2081,2014,95126,105,30.7,All Ages,Santa Clara
