,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
1053,2013,95630,131,19.0,All Ages,Sacramento
1054,2013,95631,14,19.0,All Ages,Placer
1055,2013,95632,107,33.6,All Ages,Sacramento
1056,2013,95640,47,43.3,All Ages,Amador
1057,2013,95642,86,145.6,All Ages,Amador
1058,2013,95648,164,33.8,All Ages,Placer
1059,2013,95650,29,22.0,All Ages,Placer
1060,2013,95655,17,47.7,All Ages,Sacramento
1061,2013,95658,20,32.0,All Ages,Placer
1062,2013,95660,319,99.0,All Ages,Sacramento
1063,2013,95661,144,49.4,All Ages,Placer
1064,2013,95662,121,39.1,All Ages,Sacramento
1065,2013,95665,23,56.0,All Ages,Amador
1066,2013,95666,37,82.0,All Ages,Amador
1067,2013,95667,157,45.8,All Ages,El Dorado
1068,2013,95669,16,57.5,All Ages,Amador
1069,2013,95670,268,50.9,All Ages,Sacramento
1070,2013,95673,89,60.2,All Ages,Sacramento
1071,2013,95677,109,46.9,All Ages,Placer
1072,2013,95678,177,41.9,All Ages,Placer
1073,2013,95682,67,25.9,All Ages,El Dorado
1074,2013,95685,31,87.2,All Ages,Amador
1075,2013,95687,348,54.5,All Ages,Solano
1076,2013,95688,209,62.1,All Ages,Solano
1077,2013,95691,180,50.2,All Ages,Yolo
1078,2013,95692,13,26.8,All Ages,Yuba
1079,2013,95693,15,22.9,All Ages,Sacramento
1080,2013,95694,24,28.8,All Ages,Yolo
1081,2013,95695,169,43.3,All Ages,Yolo
1082,2013,95713,27,27.2,All Ages,Placer
1083,2013,95726,43,49.1,All Ages,El Dorado
1084,2013,95742,21,24.1,All Ages,Sacramento
1085,2013,95746,31,14.7,All Ages,Placer
1086,2013,95747,165,29.1,All Ages,Placer
1087,2013,95757,193,47.3,All Ages,Sacramento
1088,2013,95758,278,46.3,All Ages,Sacramento
1089,2013,95762,64,18.7,All Ages,El Dorado
1090,2013,95765,73,20.2,All Ages,Placer
1091,2013,95776,104,47.7,All Ages,Yolo
1092,2013,95811,52,77.9,All Ages,Sacramento
1093,2013,95814,74,105.2,All Ages,Sacramento
1094,2013,95815,331,129.9,All Ages,Sacramento
1095,2013,95816,71,53.6,All Ages,Sacramento
1096,2013,95817,135,101.7,All Ages,Sacramento
1097,2013,95818,115,57.7,All Ages,Sacramento
1098,2013,95819,47,31.9,All Ages,Sacramento
1099,2013,95820,354,99.5,All Ages,Sacramento
1100,2013,95821,334,99.5,All Ages,Sacramento
1101,2013,95822,378,91.4,All Ages,Sacramento
1102,2013,95823,923,122.5,All Ages,Sacramento
1103,2013,95824,369,118.9,All Ages,Sacramento
1104,2013,95825,350,124.1,All Ages,Sacramento
1105,2013,95826,183,53.2,All Ages,Sacramento
1106,2013,95827,110,52.4,All Ages,Sacramento
1107,2013,95828,508,85.3,All Ages,Sacramento
1108,2013,95829,113,47.6,All Ages,Sacramento
1109,2013,95831,148,37.8,All Ages,Sacramento
1110,2013,95832,139,109.2,All Ages,Sacramento
1111,2013,95833,268,71.8,All Ages,Sacramento
1112,2013,95834,181,69.1,All Ages,Sacramento
1113,2013,95835,166,44.3,All Ages,Sacramento
1114,2013,95838,394,104.1,All Ages,Sacramento
1115,2013,95841,186,97.5,All Ages,Sacramento
1116,2013,95842,310,98.4,All Ages,Sacramento
1117,2013,95843,254,58.0,All Ages,Sacramento
1118,2013,95864,91,42.5,All Ages,Sacramento
1119,2013,95901,175,53.8,All Ages,Yuba
1120,2013,95917,14,55.6,All Ages,Butte
1121,2013,95926,147,44.1,All Ages,Butte
1122,2013,95928,130,36.3,All Ages,Butte
1123,2013,95932,37,48.7,All Ages,Colusa
1124,2013,95945,163,75.6,All Ages,Nevada
1125,2013,95946,37,47.0,All Ages,Nevada
1126,2013,95948,56,52.3,All Ages,Butte
1127,2013,95949,47,23.2,All Ages,Nevada
1128,2013,95953,33,29.2,All Ages,Sutter
1129,2013,95954,74,69.6,All Ages,Butte
1130,2013,95959,40,25.6,All Ages,Nevada
1131,2013,95961,128,49.6,All Ages,Yuba
1132,2013,95963,58,35.4,All Ages,Glenn
1133,2013,95965,113,58.2,All Ages,Butte
1134,2013,95966,175,64.5,All Ages,Butte
1135,2013,95969,98,40.4,All Ages,Butte
1136,2013,95971,29,54.3,All Ages,Plumas
1137,2013,95973,113,34.2,All Ages,Butte
1138,2013,95987,20,26.8,All Ages,Colusa
1139,2013,95988,46,55.9,All Ages,Glenn
1140,2013,95991,150,37.0,All Ages,Sutter
1141,2013,95993,80,21.6,All Ages,Sutter
1142,2013,96001,217,65.9,All Ages,Shasta
1143,2013,96002,170,53.4,All Ages,Shasta
1144,2013,96003,198,46.7,All Ages,Shasta
1145,2013,96007,119,53.7,All Ages,Shasta
1146,2013,96013,14,35.4,All Ages,Shasta
1147,2013,96019,42,42.2,All Ages,Shasta
1148,2013,96020,12,67.1,All Ages,Plumas
1149,2013,96021,71,45.4,All Ages,Tehama
1150,2013,96022,51,36.5,All Ages,Shasta
1151,2013,96025,15,74.8,All Ages,Siskiyou
1152,2013,96035,26,76.4,All Ages,Tehama
1153,2013,96055,23,62.0,All Ages,Tehama
1154,2013,96064,17,35.2,All Ages,Siskiyou
1155,2013,96067,35,51.2,All Ages,Siskiyou
1156,2013,96080,174,65.0,All Ages,Tehama
1157,2013,96093,23,66.7,All Ages,Trinity
1158,2013,96094,24,39.3,All Ages,Siskiyou
1159,2013,96097,62,73.3,All Ages,Siskiyou
1160,2013,96101,35,71.9,All Ages,Modoc
1161,2013,96122,33,85.9,All Ages,Plumas
1162,2013,96130,76,36.6,All Ages,Lassen
1163,2013,96150,60,19.1,All Ages,El Dorado
1164,2013,96161,17,7.6,All Ages,Nevada
1165,2014,90001,425,78.8,All Ages,Los Angeles
1166,2014,90002,477,89.2,All Ages,Los Angeles
1167,2014,90003,669,96.4,All Ages,Los Angeles
1168,2014,90004,243,43.6,All Ages,Los Angeles
1169,2014,90005,133,36.6,All Ages,Los Angeles
1170,2014,90006,312,52.8,All Ages,Los Angeles
1171,2014,90007,185,63.4,All Ages,Los Angeles
1172,2014,90008,302,95.3,All Ages,Los Angeles
1173,2014,90011,711,65.1,All Ages,Los Angeles
1174,2014,90012,74,31.4,All Ages,Los Angeles
1175,2014,90013,125,78.8,All Ages,Los Angeles
1176,2014,90014,70,95.6,All Ages,Los Angeles
1177,2014,90015,137,72.1,All Ages,Los Angeles
1178,2014,90016,398,83.9,All Ages,Los Angeles
1179,2014,90017,185,81.8,All Ages,Los Angeles
1180,2014,90018,375,72.5,All Ages,Los Angeles
1181,2014,90019,336,55.1,All Ages,Los Angeles
1182,2014,90020,105,30.3,All Ages,Los Angeles
1183,2014,90021,32,80.7,All Ages,Los Angeles
1184,2014,90022,399,57.8,All Ages,Los Angeles
1185,2014,90023,347,70.2,All Ages,Los Angeles
1186,2014,90024,46,14.0,All Ages,Los Angeles
1187,2014,90025,69,16.8,All Ages,Los Angeles
1188,2014,90026,254,41.7,All Ages,Los Angeles
1189,2014,90027,112,26.4,All Ages,Los Angeles
1190,2014,90028,129,60.3,All Ages,Los Angeles
1191,2014,90029,172,48.0,All Ages,Los Angeles
1192,2014,90031,179,44.0,All Ages,Los Angeles
1193,2014,90032,264,58.8,All Ages,Los Angeles
1194,2014,90033,430,87.2,All Ages,Los Angeles
1195,2014,90034,162,32.3,All Ages,Los Angeles
1196,2014,90035,104,33.8,All Ages,Los Angeles
1197,2014,90036,83,23.8,All Ages,Los Angeles
1198,2014,90037,567,89.7,All Ages,Los Angeles
1199,2014,90038,126,50.4,All Ages,Los Angeles
1200,2014,90039,114,43.5,All Ages,Los Angeles
1201,2014,90040,56,52.6,All Ages,Los Angeles
1202,2014,90041,99,35.4,All Ages,Los Angeles
1203,2014,90042,274,45.4,All Ages,Los Angeles
1204,2014,90043,481,111.4,All Ages,Los Angeles
1205,2014,90044,1046,110.5,All Ages,Los Angeles
1206,2014,90045,100,29.7,All Ages,Los Angeles
1207,2014,90046,60,18.0,All Ages,Los Angeles
1208,2014,90047,597,122.5,All Ages,Los Angeles
1209,2014,90048,44,22.3,All Ages,Los Angeles
1210,2014,90049,42,10.7,All Ages,Los Angeles
1211,2014,90056,38,54.6,All Ages,Los Angeles
1212,2014,90057,231,55.2,All Ages,Los Angeles
1213,2014,90058,34,86.8,All Ages,Los Angeles
1214,2014,90059,446,99.2,All Ages,Los Angeles
1215,2014,90061,276,96.4,All Ages,Los Angeles
1216,2014,90062,323,98.9,All Ages,Los Angeles
1217,2014,90063,297,51.5,All Ages,Los Angeles
1218,2014,90064,47,18.4,All Ages,Los Angeles
1219,2014,90065,271,59.3,All Ages,Los Angeles
1220,2014,90066,137,26.6,All Ages,Los Angeles
1221,2014,90068,32,15.1,All Ages,Los Angeles
1222,2014,90069,31,18.1,All Ages,Los Angeles
1223,2014,90094,13,28.0,All Ages,Los Angeles
1224,2014,90201,481,44.5,All Ages,Los Angeles
1225,2014,90210,22,12.4,All Ages,Los Angeles
1226,2014,90211,25,32.2,All Ages,Los Angeles
1227,2014,90212,25,19.7,All Ages,Los Angeles
1228,2014,90220,507,97.8,All Ages,Los Angeles
1229,2014,90221,478,85.5,All Ages,Los Angeles
1230,2014,90222,310,92.6,All Ages,Los Angeles
1231,2014,90230,97,32.1,All Ages,Los Angeles
1232,2014,90232,52,33.3,All Ages,Los Angeles
1233,2014,90240,92,37.1,All Ages,Los Angeles
1234,2014,90241,186,43.2,All Ages,Los Angeles
1235,2014,90242,221,49.0,All Ages,Los Angeles
1236,2014,90245,16,11.3,All Ages,Los Angeles
1237,2014,90247,299,62.7,All Ages,Los Angeles
1238,2014,90248,36,41.9,All Ages,Los Angeles
1239,2014,90249,193,73.4,All Ages,Los Angeles
1240,2014,90250,761,74.9,All Ages,Los Angeles
1241,2014,90254,23,11.6,All Ages,Los Angeles
1242,2014,90255,417,55.8,All Ages,Los Angeles
1243,2014,90260,219,63.1,All Ages,Los Angeles
1244,2014,90262,424,60.3,All Ages,Los Angeles
1245,2014,90265,22,11.5,All Ages,Los Angeles
1246,2014,90266,39,12.2,All Ages,Los Angeles
1247,2014,90270,141,53.3,All Ages,Los Angeles
1248,2014,90272,43,22.6,All Ages,Los Angeles
1249,2014,90274,24,13.2,All Ages,Los Angeles
1250,2014,90275,55,12.7,All Ages,Los Angeles
1251,2014,90277,69,21.9,All Ages,Los Angeles
1252,2014,90278,91,23.8,All Ages,Los Angeles
1253,2014,90280,399,41.8,All Ages,Los Angeles
1254,2014,90291,59,23.6,All Ages,Los Angeles
1255,2014,90292,46,21.1,All Ages,Los Angeles
1256,2014,90293,21,19.4,All Ages,Los Angeles
1257,2014,90301,305,82.9,All Ages,Los Angeles
1258,2014,90302,224,74.9,All Ages,Los Angeles
1259,2014,90303,207,81.4,All Ages,Los Angeles
1260,2014,90304,203,66.8,All Ages,Los Angeles
1261,2014,90305,130,93.2,All Ages,Los Angeles
1262,2014,90401,47,75.5,All Ages,Los Angeles
1263,2014,90402,15,10.6,All Ages,Los Angeles
1264,2014,90403,41,18.1,All Ages,Los Angeles
1265,2014,90404,111,50.5,All Ages,Los Angeles
1266,2014,90405,72,29.5,All Ages,Los Angeles
1267,2014,90501,236,55.8,All Ages,Los Angeles
1268,2014,90502,73,41.7,All Ages,Los Angeles
1269,2014,90503,113,26.0,All Ages,Los Angeles
1270,2014,90504,105,35.8,All Ages,Los Angeles
1271,2014,90505,68,21.4,All Ages,Los Angeles
1272,2014,90601,181,58.0,All Ages,Los Angeles
1273,2014,90602,166,69.1,All Ages,Los Angeles
1274,2014,90603,74,37.7,All Ages,Los Angeles
1275,2014,90604,230,56.4,All Ages,Los Angeles
1276,2014,90605,227,55.5,All Ages,Los Angeles
1277,2014,90606,165,51.9,All Ages,Los Angeles
1278,2014,90620,190,42.8,All Ages,Orange
1279,2014,90621,182,51.0,All Ages,Orange
1280,2014,90623,36,26.6,All Ages,Orange
1281,2014,90630,118,24.9,All Ages,Orange
1282,2014,90631,287,41.4,All Ages,Orange
1283,2014,90638,168,36.6,All Ages,Los Angeles
1284,2014,90640,309,50.1,All Ages,Los Angeles
1285,2014,90650,546,51.3,All Ages,Los Angeles
1286,2014,90660,359,57.6,All Ages,Los Angeles
1287,2014,90670,69,48.8,All Ages,Los Angeles
1288,2014,90680,154,46.0,All Ages,Orange
1289,2014,90701,50,33.1,All Ages,Los Angeles
1290,2014,90703,159,37.7,All Ages,Los Angeles
1291,2014,90704,20,46.1,All Ages,Los Angeles
1292,2014,90706,465,58.6,All Ages,Los Angeles
1293,2014,90710,118,46.3,All Ages,Los Angeles
1294,2014,90712,332,124.0,All Ages,Los Angeles
1295,2014,90713,83,31.3,All Ages,Los Angeles
1296,2014,90715,117,57.7,All Ages,Los Angeles
1297,2014,90716,90,60.7,All Ages,Los Angeles
1298,2014,90717,92,43.1,All Ages,Los Angeles
1299,2014,90720,45,24.8,All Ages,Orange
1300,2014,90723,249,46.4,All Ages,Los Angeles
1301,2014,90731,439,69.5,All Ages,Los Angeles
1302,2014,90732,57,32.9,All Ages,Los Angeles
1303,2014,90740,50,23.7,All Ages,Orange
1304,2014,90744,342,62.2,All Ages,Los Angeles
1305,2014,90745,260,47.5,All Ages,Los Angeles
1306,2014,90746,170,72.7,All Ages,Los Angeles
1307,2014,90755,51,52.0,All Ages,Los Angeles
1308,2014,90802,270,69.9,All Ages,Los Angeles
1309,2014,90803,55,19.5,All Ages,Los Angeles
1310,2014,90804,321,78.2,All Ages,Los Angeles
1311,2014,90805,741,76.1,All Ages,Los Angeles
1312,2014,90806,402,91.6,All Ages,Los Angeles
1313,2014,90807,140,46.1,All Ages,Los Angeles
1314,2014,90808,111,30.5,All Ages,Los Angeles
1315,2014,90810,182,47.7,All Ages,Los Angeles
1316,2014,90813,743,125.9,All Ages,Los Angeles
1317,2014,90814,75,43.8,All Ages,Los Angeles
1318,2014,90815,88,23.2,All Ages,Los Angeles
1319,2014,91001,128,37.0,All Ages,Los Angeles
1320,2014,91006,62,21.2,All Ages,Los Angeles
1321,2014,91007,52,16.7,All Ages,Los Angeles
1322,2014,91010,110,43.2,All Ages,Los Angeles
1323,2014,91011,26,13.7,All Ages,Los Angeles
1324,2014,91016,140,35.6,All Ages,Los Angeles
1325,2014,91020,22,26.6,All Ages,Los Angeles
1326,2014,91030,47,18.8,All Ages,Los Angeles
1327,2014,91040,87,44.9,All Ages,Los Angeles
1328,2014,91042,94,33.1,All Ages,Los Angeles
1329,2014,91101,47,27.1,All Ages,Los Angeles
1330,2014,91103,153,53.4,All Ages,Los Angeles
1331,2014,91104,112,30.4,All Ages,Los Angeles
1332,2014,91105,39,26.1,All Ages,Los Angeles
1333,2014,91106,52,25.4,All Ages,Los Angeles
1334,2014,91107,73,23.4,All Ages,Los Angeles
1335,2014,91201,73,35.8,All Ages,Los Angeles
1336,2014,91202,57,24.8,All Ages,Los Angeles
1337,2014,91203,44,34.6,All Ages,Los Angeles
1338,2014,91204,112,72.3,All Ages,Los Angeles
1339,2014,91205,170,47.8,All Ages,Los Angeles
1340,2014,91206,80,25.6,All Ages,Los Angeles
1341,2014,91207,13,17.4,All Ages,Los Angeles
1342,2014,91208,26,18.5,All Ages,Los Angeles
1343,2014,91214,93,35.2,All Ages,Los Angeles
1344,2014,91301,40,18.5,All Ages,Los Angeles
1345,2014,91302,36,15.1,All Ages,Los Angeles
1346,2014,91303,175,66.6,All Ages,Los Angeles
1347,2014,91304,252,51.3,All Ages,Los Angeles
1348,2014,91306,289,61.4,All Ages,Los Angeles
1349,2014,91307,80,34.2,All Ages,Los Angeles
1350,2014,91311,143,42.8,All Ages,Los Angeles
1351,2014,91316,123,50.8,All Ages,Los Angeles
1352,2014,91320,85,20.3,All Ages,Ventura
1353,2014,91321,119,32.0,All Ages,Los Angeles
1354,2014,91324,143,57.4,All Ages,Los Angeles
1355,2014,91325,165,50.6,All Ages,Los Angeles
1356,2014,91326,81,25.4,All Ages,Los Angeles
1357,2014,91331,735,69.0,All Ages,Los Angeles
1358,2014,91335,463,63.2,All Ages,Los Angeles
1359,2014,91340,248,67.3,All Ages,Los Angeles
1360,2014,91342,522,55.7,All Ages,Los Angeles
1361,2014,91343,484,78.8,All Ages,Los Angeles
1362,2014,91344,169,35.6,All Ages,Los Angeles
1363,2014,91345,110,60.6,All Ages,Los Angeles
1364,2014,91350,97,34.3,All Ages,Los Angeles
1365,2014,91351,116,33.6,All Ages,Los Angeles
1366,2014,91352,348,77.4,All Ages,Los Angeles
1367,2014,91354,67,22.2,All Ages,Los Angeles
1368,2014,91355,74,22.2,All Ages,Los Angeles
1369,2014,91356,140,48.3,All Ages,Los Angeles
1370,2014,91360,110,26.2,All Ages,Ventura
1371,2014,91361,27,14.7,All Ages,Ventura
1372,2014,91362,63,20.2,All Ages,Ventura
1373,2014,91364,67,28.0,All Ages,Los Angeles
1374,2014,91367,139,34.2,All Ages,Los Angeles
1375,2014,91381,36,24.6,All Ages,Los Angeles
1376,2014,91384,65,23.5,All Ages,Los Angeles
1377,2014,91387,183,43.6,All Ages,Los Angeles
1378,2014,91390,44,20.1,All Ages,Los Angeles
1379,2014,91401,185,45.8,All Ages,Los Angeles
1380,2014,91402,625,86.4,All Ages,Los Angeles
1381,2014,91403,97,44.7,All Ages,Los Angeles
1382,2014,91405,421,84.6,All Ages,Los Angeles
1383,2014,91406,326,59.5,All Ages,Los Angeles
1384,2014,91411,173,67.0,All Ages,Los Angeles
1385,2014,91423,74,24.2,All Ages,Los Angeles
1386,2014,91436,39,22.8,All Ages,Los Angeles
1387,2014,91501,64,28.4,All Ages,Los Angeles
1388,2014,91502,32,29.7,All Ages,Los Angeles
1389,2014,91504,64,25.2,All Ages,Los Angeles
1390,2014,91505,86,29.1,All Ages,Los Angeles
1391,2014,91506,73,40.2,All Ages,Los Angeles
1392,2014,91601,181,53.5,All Ages,Los Angeles
1393,2014,91602,40,23.9,All Ages,Los Angeles
1394,2014,91604,62,22.7,All Ages,Los Angeles
1395,2014,91605,364,64.4,All Ages,Los Angeles
1396,2014,91606,245,59.5,All Ages,Los Angeles
1397,2014,91607,123,46.7,All Ages,Los Angeles
1398,2014,91701,109,28.0,All Ages,San Bernardino
1399,2014,91702,381,60.1,All Ages,Los Angeles
1400,2014,91706,449,59.0,All Ages,Los Angeles
1401,2014,91708,26,45.3,All Ages,San Bernardino
1402,2014,91709,162,23.1,All Ages,San Bernardino
1403,2014,91710,402,52.6,All Ages,San Bernardino
1404,2014,91711,67,21.1,All Ages,Los Angeles
1405,2014,91722,156,44.0,All Ages,Los Angeles
1406,2014,91723,90,47.6,All Ages,Los Angeles
1407,2014,91724,125,48.1,All Ages,Los Angeles
1408,2014,91730,251,39.0,All Ages,San Bernardino
1409,2014,91731,137,48.2,All Ages,Los Angeles
1410,2014,91732,394,61.2,All Ages,Los Angeles
1411,2014,91733,238,52.9,All Ages,Los Angeles
1412,2014,91737,75,33.2,All Ages,San Bernardino
1413,2014,91739,104,27.6,All Ages,San Bernardino
1414,2014,91740,113,47.8,All Ages,Los Angeles
1415,2014,91741,62,27.2,All Ages,Los Angeles
1416,2014,91744,542,63.6,All Ages,Los Angeles
1417,2014,91745,189,37.7,All Ages,Los Angeles
1418,2014,91746,131,41.7,All Ages,Los Angeles
1419,2014,91748,114,27.5,All Ages,Los Angeles
1420,2014,91750,99,31.7,All Ages,Los Angeles
1421,2014,91752,144,46.6,All Ages,Riverside
1422,2014,91754,103,34.9,All Ages,Los Angeles
1423,2014,91755,48,19.6,All Ages,Los Angeles
1424,2014,91761,265,47.1,All Ages,San Bernardino
1425,2014,91762,364,64.2,All Ages,San Bernardino
1426,2014,91763,234,62.4,All Ages,San Bernardino
1427,2014,91764,356,62.6,All Ages,San Bernardino
1428,2014,91765,101,23.4,All Ages,Los Angeles
1429,2014,91766,486,68.7,All Ages,Los Angeles
1430,2014,91767,402,83.0,All Ages,Los Angeles
1431,2014,91768,212,61.6,All Ages,Los Angeles
1432,2014,91770,189,31.2,All Ages,Los Angeles
1433,2014,91773,116,36.8,All Ages,Los Angeles
1434,2014,91775,33,14.7,All Ages,Los Angeles
1435,2014,91776,135,38.0,All Ages,Los Angeles
1436,2014,91780,56,17.9,All Ages,Los Angeles
1437,2014,91784,76,33.8,All Ages,San Bernardino
1438,2014,91786,290,55.4,All Ages,San Bernardino
1439,2014,91789,69,19.5,All Ages,Los Angeles
1440,2014,91790,227,51.0,All Ages,Los Angeles
1441,2014,91791,109,36.8,All Ages,Los Angeles
1442,2014,91792,118,38.1,All Ages,Los Angeles
1443,2014,91801,124,27.0,All Ages,Los Angeles
1444,2014,91803,70,26.1,All Ages,Los Angeles
1445,2014,91901,36,22.0,All Ages,San Diego
1446,2014,91902,51,31.7,All Ages,San Diego
1447,2014,91910,399,54.0,All Ages,San Diego
1448,2014,91911,479,56.5,All Ages,San Diego
1449,2014,91913,95,21.5,All Ages,San Diego
1450,2014,91914,19,12.5,All Ages,San Diego
1451,2014,91915,63,23.4,All Ages,San Diego
1452,2014,91932,163,65.0,All Ages,San Diego
1453,2014,91935,19,17.6,All Ages,San Diego
1454,2014,91941,95,30.8,All Ages,San Diego
1455,2014,91942,153,43.5,All Ages,San Diego
1456,2014,91945,172,69.3,All Ages,San Diego
1457,2014,91950,427,71.9,All Ages,San Diego
1458,2014,91977,321,54.4,All Ages,San Diego
1459,2014,91978,32,35.6,All Ages,San Diego
1460,2014,92007,30,31.3,All Ages,San Diego
1461,2014,92008,47,17.5,All Ages,San Diego
1462,2014,92009,52,12.3,All Ages,San Diego
1463,2014,92010,30,20.5,All Ages,San Diego
1464,2014,92011,45,20.2,All Ages,San Diego
1465,2014,92019,129,29.8,All Ages,San Diego
1466,2014,92020,273,46.1,All Ages,San Diego
1467,2014,92021,306,51.1,All Ages,San Diego
1468,2014,92024,81,17.8,All Ages,San Diego
1469,2014,92025,161,33.2,All Ages,San Diego
1470,2014,92026,140,28.1,All Ages,San Diego
1471,2014,92027,202,36.7,All Ages,San Diego
1472,2014,92028,167,27.5,All Ages,San Diego
1473,2014,92029,34,19.1,All Ages,San Diego
1474,2014,92037,36,11.5,All Ages,San Diego
1475,2014,92040,163,37.2,All Ages,San Diego
1476,2014,92054,137,33.8,All Ages,San Diego
1477,2014,92056,139,29.1,All Ages,San Diego
1478,2014,92057,139,24.5,All Ages,San Diego
1479,2014,92058,91,29.4,All Ages,San Diego
1480,2014,92064,85,19.0,All Ages,San Diego
1481,2014,92065,79,23.1,All Ages,San Diego
1482,2014,92069,111,22.6,All Ages,San Diego
1483,2014,92071,168,31.3,All Ages,San Diego
1484,2014,92075,19,18.6,All Ages,San Diego
1485,2014,92078,82,17.1,All Ages,San Diego
1486,2014,92081,54,19.6,All Ages,San Diego
1487,2014,92082,59,27.9,All Ages,San Diego
1488,2014,92083,169,45.6,All Ages,San Diego
1489,2014,92084,146,31.9,All Ages,San Diego
1490,2014,92101,270,87.6,All Ages,San Diego
1491,2014,92102,312,73.1,All Ages,San Diego
1492,2014,92103,105,36.7,All Ages,San Diego
1493,2014,92104,204,45.1,All Ages,San Diego
1494,2014,92105,502,70.7,All Ages,San Diego
1495,2014,92106,38,21.2,All Ages,San Diego
1496,2014,92107,53,20.7,All Ages,San Diego
1497,2014,92108,47,42.7,All Ages,San Diego
1498,2014,92109,98,32.3,All Ages,San Diego
1499,2014,92110,77,32.2,All Ages,San Diego
1500,2014,92111,187,42.3,All Ages,San Diego
1501,2014,92113,475,92.5,All Ages,San Diego
1502,2014,92114,531,82.6,All Ages,San Diego
1503,2014,92115,318,58.0,All Ages,San Diego
1504,2014,92116,113,44.3,All Ages,San Diego
1505,2014,92117,186,39.8,All Ages,San Diego
1506,2014,92118,26,16.0,All Ages,San Diego
1507,2014,92119,50,23.6,All Ages,San Diego
1508,2014,92120,81,35.4,All Ages,San Diego
1509,2014,92121,15,26.7,All Ages,San Diego
1510,2014,92122,66,17.6,All Ages,San Diego
1511,2014,92123,116,41.9,All Ages,San Diego
1512,2014,92124,66,20.6,All Ages,San Diego
1513,2014,92126,203,31.1,All Ages,San Diego
1514,2014,92127,65,14.1,All Ages,San Diego
1515,2014,92128,85,17.7,All Ages,San Diego
1516,2014,92129,124,25.3,All Ages,San Diego
1517,2014,92130,43,8.7,All Ages,San Diego
1518,2014,92131,53,15.6,All Ages,San Diego
1519,2014,92139,176,49.0,All Ages,San Diego
1520,2014,92154,299,39.3,All Ages,San Diego
1521,2014,92173,165,54.8,All Ages,San Diego
1522,2014,92201,336,52.2,All Ages,Riverside
1523,2014,92203,70,24.0,All Ages,Riverside
1524,2014,92211,40,21.5,All Ages,Riverside
1525,2014,92220,220,74.3,All Ages,Riverside
1526,2014,92223,223,46.4,All Ages,Riverside
1527,2014,92225,122,54.6,All Ages,Riverside
1528,2014,92227,348,122.2,All Ages,Imperial
1529,2014,92230,43,150.7,All Ages,Riverside
1530,2014,92231,234,55.9,All Ages,Imperial
1531,2014,92233,38,62.1,All Ages,Imperial
1532,2014,92234,166,33.8,All Ages,Riverside
1533,2014,92236,226,48.5,All Ages,Riverside
1534,2014,92240,207,58.2,All Ages,Riverside
1535,2014,92241,26,26.1,All Ages,Riverside
1536,2014,92243,549,105.6,All Ages,Imperial
1537,2014,92249,49,60.5,All Ages,Imperial
1538,2014,92250,65,81.7,All Ages,Imperial
1539,2014,92251,137,64.4,All Ages,Imperial
1540,2014,92252,57,60.4,All Ages,San Bernardino
1541,2014,92253,106,31.8,All Ages,Riverside
1542,2014,92254,39,26.6,All Ages,Riverside
1543,2014,92257,23,115.4,All Ages,Imperial
1544,2014,92260,58,24.2,All Ages,Riverside
1545,2014,92262,111,45.8,All Ages,Riverside
1546,2014,92264,52,43.6,All Ages,Riverside
1547,2014,92270,28,22.8,All Ages,Riverside
1548,2014,92274,85,33.0,All Ages,Riverside
1549,2014,92276,26,38.8,All Ages,Riverside
1550,2014,92277,44,21.5,All Ages,San Bernardino
1551,2014,92284,77,32.0,All Ages,San Bernardino
1552,2014,92301,345,100.8,All Ages,San Bernardino
1553,2014,92307,313,84.0,All Ages,San Bernardino
1554,2014,92308,234,58.3,All Ages,San Bernardino
1555,2014,92311,413,123.7,All Ages,San Bernardino
1556,2014,92313,48,43.0,All Ages,San Bernardino
1557,2014,92314,45,34.5,All Ages,San Bernardino
1558,2014,92315,32,93.0,All Ages,San Bernardino
1559,2014,92316,224,70.7,All Ages,San Bernardino
1560,2014,92317,17,45.0,All Ages,San Bernardino
1561,2014,92320,36,50.2,All Ages,Riverside
1562,2014,92324,353,61.0,All Ages,San Bernardino
1563,2014,92325,76,186.3,All Ages,San Bernardino
1564,2014,92335,575,58.5,All Ages,San Bernardino
1565,2014,92336,342,36.2,All Ages,San Bernardino
1566,2014,92337,174,48.4,All Ages,San Bernardino
1567,2014,92342,38,66.0,All Ages,San Bernardino
1568,2014,92344,66,30.8,All Ages,San Bernardino
1569,2014,92345,555,68.6,All Ages,San Bernardino
1570,2014,92346,258,45.4,All Ages,San Bernardino
1571,2014,92352,18,68.9,All Ages,San Bernardino
1572,2014,92354,88,41.8,All Ages,San Bernardino
1573,2014,92356,39,56.8,All Ages,San Bernardino
1574,2014,92359,38,45.0,All Ages,San Bernardino
1575,2014,92363,125,252.2,All Ages,San Bernardino
1576,2014,92371,83,46.4,All Ages,San Bernardino
1577,2014,92372,24,57.9,All Ages,San Bernardino
1578,2014,92373,108,37.4,All Ages,San Bernardino
1579,2014,92374,181,43.8,All Ages,San Bernardino
1580,2014,92376,623,71.1,All Ages,San Bernardino
1581,2014,92377,84,40.5,All Ages,San Bernardino
1582,2014,92392,431,74.3,All Ages,San Bernardino
1583,2014,92394,283,73.6,All Ages,San Bernardino
1584,2014,92395,393,86.7,All Ages,San Bernardino
