,state_code,county_code,year,first_max,second_max,third_max,fourth_max
5450,27,79,2016,,,,
5451,27,79,2017,,,,
5452,27,79,2018,,,,
5453,27,79,2019,,,,
5454,27,81,2011,,,,
5455,27,81,2012,,,,
5456,27,81,2013,,,,
5457,27,81,2014,,,,
5458,27,81,2015,,,,
5459,27,81,2016,,,,
5460,27,81,2017,,,,
5461,27,81,2018,,,,
5462,27,81,2019,,,,
5463,27,83,2011,63,57,54,44
5464,27,83,2012,67,64,55,54
5465,27,83,2013,78,49,47,45
5466,27,83,2014,56,54,53,49
5467,27,83,2015,131,106,87,87
5468,27,83,2016,205,199,130,110
5469,27,83,2017,74,72,69,64
5470,27,83,2018,114,44,42,42
5471,27,83,2019,159,136,86,83
5472,27,85,2011,,,,
5473,27,85,2012,,,,
5474,27,85,2013,,,,
5475,27,85,2014,,,,
5476,27,85,2015,,,,
5477,27,85,2016,,,,
5478,27,85,2017,,,,
5479,27,85,2018,,,,
5480,27,85,2019,,,,
5481,27,87,2011,,,,
5482,27,87,2012,,,,
5483,27,87,2013,,,,
5484,27,87,2014,,,,
5485,27,87,2015,,,,
5486,27,87,2016,,,,
5487,27,87,2017,,,,
5488,27,87,2018,,,,
5489,27,87,2019,,,,
5490,27,89,2011,,,,
5491,27,89,2012,,,,
5492,27,89,2013,,,,
5493,27,89,2014,,,,
5494,27,89,2015,,,,
5495,27,89,2016,,,,
5496,27,89,2017,,,,
5497,27,89,2018,,,,
5498,27,89,2019,,,,
5499,27,91,2011,,,,
5500,27,91,2012,,,,
5501,27,91,2013,,,,
5502,27,91,2014,,,,
5503,27,91,2015,,,,
5504,27,91,2016,,,,
5505,27,91,2017,,,,
5506,27,91,2018,,,,
5507,27,91,2019,,,,
5508,27,93,2011,,,,
5509,27,93,2012,,,,
5510,27,93,2013,,,,
5511,27,93,2014,,,,
5512,27,93,2015,,,,
5513,27,93,2016,,,,
5514,27,93,2017,,,,
5515,27,93,2018,,,,
5516,27,93,2019,,,,
5517,27,95,2011,,,,
5518,27,95,2012,,,,
5519,27,95,2013,,,,
5520,27,95,2014,,,,
5521,27,95,2015,,,,
5522,27,95,2016,,,,
5523,27,95,2017,,,,
5524,27,95,2018,,,,
5525,27,95,2019,,,,
5526,27,97,2011,,,,
5527,27,97,2012,,,,
5528,27,97,2013,,,,
5529,27,97,2014,,,,
5530,27,97,2015,,,,
5531,27,97,2016,,,,
5532,27,97,2017,,,,
5533,27,97,2018,,,,
5534,27,97,2019,,,,
5535,27,99,2011,,,,
5536,27,99,2012,,,,
5537,27,99,2013,,,,
5538,27,99,2014,,,,
5539,27,99,2015,,,,
5540,27,99,2016,,,,
5541,27,99,2017,,,,
5542,27,99,2018,,,,
5543,27,99,2019,,,,
5544,27,101,2011,,,,
5545,27,101,2012,,,,
5546,27,101,2013,,,,
5547,27,101,2014,,,,
5548,27,101,2015,,,,
5549,27,101,2016,,,,
5550,27,101,2017,,,,
5551,27,101,2018,,,,
5552,27,101,2019,,,,
5553,27,103,2011,,,,
5554,27,103,2012,,,,
5555,27,103,2013,,,,
5556,27,103,2014,,,,
5557,27,103,2015,,,,
5558,27,103,2016,,,,
5559,27,103,2017,,,,
5560,27,103,2018,,,,
5561,27,103,2019,,,,
5562,27,105,2011,,,,
5563,27,105,2012,,,,
5564,27,105,2013,,,,
5565,27,105,2014,,,,
5566,27,105,2015,,,,
5567,27,105,2016,,,,
5568,27,105,2017,,,,
5569,27,105,2018,,,,
5570,27,105,2019,,,,
5571,27,107,2011,,,,
5572,27,107,2012,,,,
5573,27,107,2013,,,,
5574,27,107,2014,,,,
5575,27,107,2015,,,,
5576,27,107,2016,,,,
5577,27,107,2017,,,,
5578,27,107,2018,,,,
5579,27,107,2019,,,,
5580,27,109,2011,140,97,56,50
5581,27,109,2012,54,47,47,46
5582,27,109,2013,52,48,48,46
5583,27,109,2014,99,99,99,54
5584,27,109,2015,119,115,115,112
5585,27,109,2016,172,163,84,58
5586,27,109,2017,42,42,42,41
5587,27,109,2018,185,148,47,43
5588,27,109,2019,322,50,48,45
5589,27,111,2011,,,,
5590,27,111,2012,,,,
5591,27,111,2013,,,,
5592,27,111,2014,,,,
5593,27,111,2015,,,,
5594,27,111,2016,,,,
5595,27,111,2017,,,,
5596,27,111,2018,,,,
5597,27,111,2019,,,,
5598,27,113,2011,,,,
5599,27,113,2012,,,,
5600,27,113,2013,,,,
5601,27,113,2014,,,,
5602,27,113,2015,,,,
5603,27,113,2016,,,,
5604,27,113,2017,,,,
5605,27,113,2018,,,,
5606,27,113,2019,,,,
5607,27,115,2011,,,,
5608,27,115,2012,,,,
5609,27,115,2013,,,,
5610,27,115,2014,,,,
5611,27,115,2015,,,,
5612,27,115,2016,,,,
5613,27,115,2017,,,,
5614,27,115,2018,,,,
5615,27,115,2019,,,,
5616,27,117,2011,,,,
5617,27,117,2012,,,,
5618,27,117,2013,,,,
5619,27,117,2014,,,,
5620,27,117,2015,,,,
5621,27,117,2016,,,,
5622,27,117,2017,,,,
5623,27,117,2018,,,,
5624,27,117,2019,,,,
5625,27,119,2011,,,,
5626,27,119,2012,,,,
5627,27,119,2013,,,,
5628,27,119,2014,,,,
5629,27,119,2015,,,,
5630,27,119,2016,,,,
5631,27,119,2017,,,,
5632,27,119,2018,,,,
5633,27,119,2019,,,,
5634,27,121,2011,,,,
5635,27,121,2012,,,,
5636,27,121,2013,,,,
5637,27,121,2014,,,,
5638,27,121,2015,,,,
5639,27,121,2016,,,,
5640,27,121,2017,,,,
5641,27,121,2018,,,,
5642,27,121,2019,,,,
5643,27,123,2011,74,72,71,71
5644,27,123,2012,86,80,71,60
5645,27,123,2013,63,51,51,48
5646,27,123,2014,50,50,47,46
5647,27,123,2015,139,121,99,85
5648,27,123,2016,84,77,69,67
5649,27,123,2017,79,60,45,44
5650,27,123,2018,102,84,55,53
5651,27,123,2019,280,183,84,66
5652,27,125,2011,,,,
5653,27,125,2012,,,,
5654,27,125,2013,,,,
5655,27,125,2014,,,,
5656,27,125,2015,,,,
5657,27,125,2016,,,,
5658,27,125,2017,,,,
5659,27,125,2018,,,,
5660,27,125,2019,,,,
5661,27,127,2011,,,,
5662,27,127,2012,,,,
5663,27,127,2013,,,,
5664,27,127,2014,,,,
5665,27,127,2015,,,,
5666,27,127,2016,,,,
5667,27,127,2017,,,,
5668,27,127,2018,,,,
5669,27,127,2019,,,,
5670,27,129,2011,,,,
5671,27,129,2012,,,,
5672,27,129,2013,,,,
5673,27,129,2014,,,,
5674,27,129,2015,,,,
5675,27,129,2016,,,,
5676,27,129,2017,,,,
5677,27,129,2018,,,,
5678,27,129,2019,,,,
5679,27,131,2011,,,,
5680,27,131,2012,,,,
5681,27,131,2013,,,,
5682,27,131,2014,,,,
5683,27,131,2015,,,,
5684,27,131,2016,,,,
5685,27,131,2017,,,,
5686,27,131,2018,,,,
5687,27,131,2019,,,,
5688,27,133,2011,,,,
5689,27,133,2012,,,,
5690,27,133,2013,,,,
5691,27,133,2014,,,,
5692,27,133,2015,,,,
5693,27,133,2016,,,,
5694,27,133,2017,,,,
5695,27,133,2018,,,,
5696,27,133,2019,,,,
5697,27,135,2011,,,,
5698,27,135,2012,,,,
5699,27,135,2013,,,,
5700,27,135,2014,,,,
5701,27,135,2015,,,,
5702,27,135,2016,,,,
5703,27,135,2017,,,,
5704,27,135,2018,,,,
5705,27,135,2019,,,,
5706,27,137,2011,91,79,78,74
5707,27,137,2012,161,134,72,55
5708,27,137,2013,50,48,45,43
5709,27,137,2014,54,47,43,42
5710,27,137,2015,133,121,115,70
5711,27,137,2016,214,196,122,114
5712,27,137,2017,48,43,42,41
5713,27,137,2018,60,53,52,51
5714,27,137,2019,96,88,66,63
5715,27,139,2011,22.8,21.5,21.1,20.5
5716,27,139,2012,28.1,28,24.1,22
5717,27,139,2013,26.1,23.3,20.2,18.9
5718,27,139,2014,29.6,22,20.3,19.1
5719,27,139,2015,20.4,16.1,15.7,14.9
5720,27,139,2016,21.5,19.1,16,15.9
5721,27,139,2017,20.3,17.6,17.5,15.4
5722,27,139,2018,38,37,37,37
5723,27,139,2019,80,64,50,47
5724,27,141,2011,,,,
5725,27,141,2012,,,,
5726,27,141,2013,,,,
5727,27,141,2014,,,,
5728,27,141,2015,,,,
5729,27,141,2016,,,,
5730,27,141,2017,,,,
5731,27,141,2018,,,,
5732,27,141,2019,,,,
5733,27,143,2011,,,,
5734,27,143,2012,,,,
5735,27,143,2013,,,,
5736,27,143,2014,,,,
5737,27,143,2015,,,,
5738,27,143,2016,,,,
5739,27,143,2017,,,,
5740,27,143,2018,,,,
5741,27,143,2019,,,,
5742,27,145,2011,49,47,47,47
5743,27,145,2012,67,61,50,49
5744,27,145,2013,63,45,41,41
5745,27,145,2014,49,48,48,47
5746,27,145,2015,96,95,93,92
5747,27,145,2016,62,50,49,44
5748,27,145,2017,50,35,34,34
5749,27,145,2018,54,42,42,38
5750,27,145,2019,125,76,50,45
5751,27,147,2011,,,,
5752,27,147,2012,,,,
5753,27,147,2013,,,,
5754,27,147,2014,,,,
5755,27,147,2015,,,,
5756,27,147,2016,,,,
5757,27,147,2017,,,,
5758,27,147,2018,,,,
5759,27,147,2019,,,,
5760,27,149,2011,,,,
5761,27,149,2012,,,,
5762,27,149,2013,,,,
5763,27,149,2014,,,,
5764,27,149,2015,,,,
5765,27,149,2016,,,,
5766,27,149,2017,,,,
5767,27,149,2018,,,,
5768,27,149,2019,,,,
5769,27,151,2011,,,,
5770,27,151,2012,,,,
5771,27,151,2013,,,,
5772,27,151,2014,,,,
5773,27,151,2015,,,,
5774,27,151,2016,,,,
5775,27,151,2017,,,,
5776,27,151,2018,,,,
5777,27,151,2019,,,,
5778,27,153,2011,,,,
5779,27,153,2012,,,,
5780,27,153,2013,,,,
5781,27,153,2014,,,,
5782,27,153,2015,,,,
5783,27,153,2016,,,,
5784,27,153,2017,,,,
5785,27,153,2018,,,,
5786,27,153,2019,,,,
5787,27,155,2011,,,,
5788,27,155,2012,,,,
5789,27,155,2013,,,,
5790,27,155,2014,,,,
5791,27,155,2015,,,,
5792,27,155,2016,,,,
5793,27,155,2017,,,,
5794,27,155,2018,,,,
5795,27,155,2019,,,,
5796,27,157,2011,,,,
5797,27,157,2012,,,,
5798,27,157,2013,,,,
5799,27,157,2014,,,,
5800,27,157,2015,,,,
5801,27,157,2016,,,,
5802,27,157,2017,,,,
5803,27,157,2018,,,,
5804,27,157,2019,,,,
5805,27,159,2011,,,,
5806,27,159,2012,,,,
5807,27,159,2013,,,,
5808,27,159,2014,,,,
5809,27,159,2015,,,,
5810,27,159,2016,,,,
5811,27,159,2017,,,,
5812,27,159,2018,,,,
5813,27,159,2019,,,,
5814,27,161,2011,,,,
5815,27,161,2012,,,,
5816,27,161,2013,,,,
5817,27,161,2014,,,,
5818,27,161,2015,,,,
5819,27,161,2016,,,,
5820,27,161,2017,,,,
5821,27,161,2018,,,,
5822,27,161,2019,,,,
5823,27,163,2011,,,,
5824,27,163,2012,48,47,47,44
5825,27,163,2013,55,54,49,49
5826,27,163,2014,122,53,51,51
5827,27,163,2015,183,124,118,110
5828,27,163,2016,67,46,43,42
5829,27,163,2017,56,48,46,45
5830,27,163,2018,77,49,47,45
5831,27,163,2019,48,47,44,42
5832,27,165,2011,,,,
5833,27,165,2012,,,,
5834,27,165,2013,,,,
5835,27,165,2014,,,,
5836,27,165,2015,,,,
5837,27,165,2016,,,,
5838,27,165,2017,,,,
5839,27,165,2018,,,,
5840,27,165,2019,,,,
5841,27,167,2011,,,,
5842,27,167,2012,,,,
5843,27,167,2013,,,,
5844,27,167,2014,,,,
5845,27,167,2015,,,,
5846,27,167,2016,,,,
5847,27,167,2017,,,,
5848,27,167,2018,,,,
5849,27,167,2019,,,,
5850,27,169,2011,,,,
5851,27,169,2012,,,,
5852,27,169,2013,,,,
5853,27,169,2014,57,55,51,47
5854,27,169,2015,,,,
5855,27,169,2016,,,,
5856,27,169,2017,,,,
5857,27,169,2018,,,,
5858,27,169,2019,,,,
5859,27,171,2011,,,,
5860,27,171,2012,,,,
5861,27,171,2013,51,50,45,43
5862,27,171,2014,48,47,47,46
5863,27,171,2015,150,140,97,74
5864,27,171,2016,353,219,211,159
5865,27,171,2017,58,43,37,36
5866,27,171,2018,56,39,38,38
5867,27,171,2019,93,85,85,60
5868,27,173,2011,,,,
5869,27,173,2012,,,,
5870,27,173,2013,,,,
5871,27,173,2014,,,,
5872,27,173,2015,,,,
5873,27,173,2016,,,,
5874,27,173,2017,,,,
5875,27,173,2018,,,,
5876,27,173,2019,,,,
5877,29,1,2011,,,,
5878,29,1,2012,,,,
5879,29,1,2013,,,,
5880,29,1,2014,,,,
5881,29,1,2015,,,,
5882,29,1,2016,,,,
5883,29,1,2017,,,,
5884,29,1,2018,,,,
5885,29,1,2019,,,,
5886,29,3,2011,,,,
5887,29,3,2012,,,,
5888,29,3,2013,,,,
5889,29,3,2014,,,,
5890,29,3,2015,,,,
5891,29,3,2016,,,,
5892,29,3,2017,,,,
5893,29,3,2018,,,,
5894,29,3,2019,,,,
5895,29,5,2011,,,,
5896,29,5,2012,,,,
5897,29,5,2013,,,,
5898,29,5,2014,,,,
5899,29,5,2015,,,,
5900,29,5,2016,,,,
5901,29,5,2017,,,,
5902,29,5,2018,,,,
5903,29,5,2019,,,,
5904,29,7,2011,,,,
5905,29,7,2012,,,,
5906,29,7,2013,,,,
5907,29,7,2014,,,,
5908,29,7,2015,,,,
5909,29,7,2016,,,,
5910,29,7,2017,,,,
5911,29,7,2018,,,,
5912,29,7,2019,,,,
5913,29,9,2011,,,,
5914,29,9,2012,,,,
5915,29,9,2013,,,,
5916,29,9,2014,,,,
5917,29,9,2015,,,,
5918,29,9,2016,,,,
5919,29,9,2017,,,,
5920,29,9,2018,,,,
5921,29,9,2019,,,,
5922,29,11,2011,,,,
5923,29,11,2012,,,,
5924,29,11,2013,,,,
5925,29,11,2014,,,,
5926,29,11,2015,,,,
5927,29,11,2016,,,,
5928,29,11,2017,,,,
5929,29,11,2018,,,,
5930,29,11,2019,,,,
5931,29,13,2011,,,,
5932,29,13,2012,,,,
5933,29,13,2013,,,,
5934,29,13,2014,,,,
5935,29,13,2015,,,,
5936,29,13,2016,,,,
5937,29,13,2017,,,,
5938,29,13,2018,,,,
5939,29,13,2019,,,,
5940,29,15,2011,,,,
5941,29,15,2012,,,,
5942,29,15,2013,,,,
5943,29,15,2014,,,,
5944,29,15,2015,,,,
5945,29,15,2016,,,,
5946,29,15,2017,,,,
5947,29,15,2018,,,,
5948,29,15,2019,,,,
5949,29,17,2011,,,,
5950,29,17,2012,,,,
5951,29,17,2013,,,,
5952,29,17,2014,,,,
5953,29,17,2015,,,,
5954,29,17,2016,,,,
5955,29,17,2017,,,,
5956,29,17,2018,,,,
5957,29,17,2019,,,,
5958,29,19,2011,,,,
5959,29,19,2012,,,,
5960,29,19,2013,,,,
5961,29,19,2014,,,,
5962,29,19,2015,,,,
5963,29,19,2016,,,,
5964,29,19,2017,,,,
5965,29,19,2018,,,,
5966,29,19,2019,,,,
5967,29,21,2011,62.3,57.8,54.7,52
5968,29,21,2012,55.4,54.2,52.1,44.6
5969,29,21,2013,67.4,65.7,62.7,59.1
5970,29,21,2014,156,129.7,110.4,106.4
5971,29,21,2015,131,125.2,99.7,97.7
5972,29,21,2016,127.5,118.5,102.2,101.2
5973,29,21,2017,326.2,310.5,140.6,127.6
5974,29,21,2018,81.3,72.4,70.6,68.9
5975,29,21,2019,199.9,159.6,65.5,42.8
5976,29,23,2011,,,,
5977,29,23,2012,,,,
5978,29,23,2013,,,,
5979,29,23,2014,,,,
5980,29,23,2015,,,,
5981,29,23,2016,,,,
5982,29,23,2017,,,,
5983,29,23,2018,,,,
5984,29,23,2019,,,,
5985,29,25,2011,,,,
5986,29,25,2012,,,,
5987,29,25,2013,,,,
5988,29,25,2014,,,,
5989,29,25,2015,,,,
5990,29,25,2016,,,,
5991,29,25,2017,,,,
5992,29,25,2018,,,,
5993,29,25,2019,,,,
5994,29,27,2011,,,,
5995,29,27,2012,,,,
5996,29,27,2013,,,,
5997,29,27,2014,,,,
5998,29,27,2015,,,,
5999,29,27,2016,,,,
6000,29,27,2017,,,,
6001,29,27,2018,,,,
6002,29,27,2019,,,,
6003,29,29,2011,,,,
6004,29,29,2012,,,,
6005,29,29,2013,,,,
6006,29,29,2014,,,,
6007,29,29,2015,,,,
6008,29,29,2016,,,,
6009,29,29,2017,,,,
6010,29,29,2018,,,,
6011,29,29,2019,,,,
6012,29,31,2011,,,,
6013,29,31,2012,,,,
6014,29,31,2013,,,,
6015,29,31,2014,,,,
6016,29,31,2015,,,,
6017,29,31,2016,,,,
6018,29,31,2017,,,,
6019,29,31,2018,,,,
6020,29,31,2019,,,,
6021,29,33,2011,,,,
6022,29,33,2012,,,,
6023,29,33,2013,,,,
6024,29,33,2014,,,,
6025,29,33,2015,,,,
6026,29,33,2016,,,,
6027,29,33,2017,,,,
6028,29,33,2018,,,,
6029,29,33,2019,,,,
6030,29,35,2011,,,,
6031,29,35,2012,,,,
6032,29,35,2013,,,,
6033,29,35,2014,,,,
6034,29,35,2015,,,,
6035,29,35,2016,,,,
6036,29,35,2017,,,,
6037,29,35,2018,,,,
6038,29,35,2019,,,,
6039,29,37,2011,51.2,48.6,44.6,43.1
6040,29,37,2012,44.3,43.7,41.5,40.6
6041,29,37,2013,128.3,86.5,68.5,61.7
6042,29,37,2014,105.4,92,82.9,73.1
6043,29,37,2015,104,72.8,70.6,69.7
6044,29,37,2016,265.8,83,41.8,40.1
6045,29,37,2017,77,62.1,46.7,40.1
6046,29,37,2018,221.4,177.8,127.5,68.1
6047,29,37,2019,80.7,37.9,30.8,30.2
6048,29,39,2011,55.3,52.3,50.7,46.6
6049,29,39,2012,217.3,123.7,66.8,61.4
6050,29,39,2013,234.1,92.5,76.1,74.1
6051,29,39,2014,86.9,47.1,46.9,43.7
6052,29,39,2015,297,65.5,64.8,63.1
6053,29,39,2016,101.4,96.2,82.4,53.6
6054,29,39,2017,102.3,56,50.6,47.8
6055,29,39,2018,147.3,112.7,90.8,67.9
6056,29,39,2019,123.9,109.4,39.8,38.9
6057,29,41,2011,,,,
6058,29,41,2012,,,,
6059,29,41,2013,,,,
6060,29,41,2014,,,,
6061,29,41,2015,,,,
6062,29,41,2016,,,,
6063,29,41,2017,,,,
6064,29,41,2018,,,,
6065,29,41,2019,,,,
6066,29,43,2011,,,,
6067,29,43,2012,,,,
6068,29,43,2013,,,,
6069,29,43,2014,,,,
6070,29,43,2015,,,,
6071,29,43,2016,,,,
6072,29,43,2017,,,,
6073,29,43,2018,,,,
6074,29,43,2019,,,,
6075,29,45,2011,,,,
6076,29,45,2012,,,,
6077,29,45,2013,,,,
6078,29,45,2014,,,,
6079,29,45,2015,,,,
6080,29,45,2016,,,,
6081,29,45,2017,,,,
6082,29,45,2018,,,,
6083,29,45,2019,,,,
6084,29,47,2011,178.5,136.7,93.8,73.5
6085,29,47,2012,39.1,37.7,37.7,36.9
6086,29,47,2013,138.2,127.8,117.2,110.3
6087,29,47,2014,288.6,87.3,76.8,60
6088,29,47,2015,79.9,77.4,77.3,75.2
6089,29,47,2016,112.4,99.6,99,94.5
6090,29,47,2017,76.5,50.3,49.4,43.1
6091,29,47,2018,58.3,51.4,49.5,43.4
6092,29,47,2019,139.3,136.2,73.5,57.5
6093,29,49,2011,,,,
6094,29,49,2012,,,,
6095,29,49,2013,,,,
6096,29,49,2014,,,,
6097,29,49,2015,,,,
6098,29,49,2016,,,,
6099,29,49,2017,,,,
6100,29,49,2018,,,,
6101,29,49,2019,,,,
6102,29,51,2011,,,,
6103,29,51,2012,,,,
6104,29,51,2013,,,,
6105,29,51,2014,,,,
6106,29,51,2015,,,,
6107,29,51,2016,,,,
6108,29,51,2017,,,,
6109,29,51,2018,,,,
6110,29,51,2019,,,,
6111,29,53,2011,,,,
6112,29,53,2012,,,,
6113,29,53,2013,,,,
6114,29,53,2014,,,,
6115,29,53,2015,,,,
6116,29,53,2016,,,,
6117,29,53,2017,,,,
6118,29,53,2018,,,,
6119,29,53,2019,,,,
6120,29,55,2011,,,,
6121,29,55,2012,,,,
6122,29,55,2013,,,,
6123,29,55,2014,,,,
6124,29,55,2015,,,,
6125,29,55,2016,,,,
6126,29,55,2017,,,,
6127,29,55,2018,,,,
6128,29,55,2019,,,,
6129,29,57,2011,,,,
6130,29,57,2012,,,,
6131,29,57,2013,,,,
6132,29,57,2014,,,,
6133,29,57,2015,,,,
6134,29,57,2016,,,,
6135,29,57,2017,,,,
6136,29,57,2018,,,,
6137,29,57,2019,,,,
6138,29,59,2011,,,,
6139,29,59,2012,,,,
6140,29,59,2013,,,,
6141,29,59,2014,,,,
6142,29,59,2015,,,,
6143,29,59,2016,,,,
6144,29,59,2017,,,,
6145,29,59,2018,,,,
6146,29,59,2019,,,,
6147,29,61,2011,,,,
6148,29,61,2012,,,,
6149,29,61,2013,,,,
6150,29,61,2014,,,,
6151,29,61,2015,,,,
6152,29,61,2016,,,,
6153,29,61,2017,,,,
6154,29,61,2018,,,,
6155,29,61,2019,,,,
6156,29,63,2011,,,,
6157,29,63,2012,,,,
6158,29,63,2013,,,,
6159,29,63,2014,,,,
6160,29,63,2015,,,,
6161,29,63,2016,,,,
6162,29,63,2017,,,,
6163,29,63,2018,,,,
6164,29,63,2019,,,,
6165,29,65,2011,,,,
6166,29,65,2012,,,,
6167,29,65,2013,,,,
6168,29,65,2014,,,,
6169,29,65,2015,,,,
6170,29,65,2016,,,,
6171,29,65,2017,,,,
6172,29,65,2018,,,,
6173,29,65,2019,,,,
6174,29,67,2011,,,,
6175,29,67,2012,,,,
6176,29,67,2013,,,,
6177,29,67,2014,,,,
6178,29,67,2015,,,,
6179,29,67,2016,,,,
6180,29,67,2017,,,,
6181,29,67,2018,,,,
6182,29,67,2019,,,,
6183,29,69,2011,,,,
6184,29,69,2012,,,,
6185,29,69,2013,,,,
6186,29,69,2014,,,,
6187,29,69,2015,,,,
6188,29,69,2016,,,,
6189,29,69,2017,,,,
6190,29,69,2018,,,,
6191,29,69,2019,,,,
6192,29,71,2011,,,,
6193,29,71,2012,,,,
6194,29,71,2013,,,,
6195,29,71,2014,,,,
6196,29,71,2015,,,,
6197,29,71,2016,,,,
6198,29,71,2017,,,,
6199,29,71,2018,,,,
6200,29,71,2019,,,,
6201,29,73,2011,,,,
6202,29,73,2012,,,,
6203,29,73,2013,,,,
6204,29,73,2014,,,,
6205,29,73,2015,,,,
6206,29,73,2016,,,,
6207,29,73,2017,,,,
6208,29,73,2018,,,,
6209,29,73,2019,,,,
6210,29,75,2011,,,,
6211,29,75,2012,,,,
6212,29,75,2013,,,,
6213,29,75,2014,,,,
6214,29,75,2015,,,,
6215,29,75,2016,,,,
6216,29,75,2017,,,,
6217,29,75,2018,,,,
6218,29,75,2019,,,,
6219,29,77,2011,62.6,61.4,53.7,52
6220,29,77,2012,81.4,80.6,68.3,66.2
6221,29,77,2013,53.4,51.3,51.3,50.7
6222,29,77,2014,64.1,56.6,52.1,47.3
6223,29,77,2015,85.5,82.3,75.4,49.4
6224,29,77,2016,88.6,73.8,71,66.7
6225,29,77,2017,113.3,80.9,74.9,67.9
6226,29,77,2018,96.1,81.5,61.6,58
6227,29,77,2019,51.5,50.9,44.1,40.1
6228,29,79,2011,,,,
6229,29,79,2012,,,,
6230,29,79,2013,,,,
6231,29,79,2014,,,,
6232,29,79,2015,,,,
6233,29,79,2016,,,,
6234,29,79,2017,,,,
6235,29,79,2018,,,,
6236,29,79,2019,,,,
6237,29,81,2011,,,,
6238,29,81,2012,,,,
6239,29,81,2013,,,,
6240,29,81,2014,,,,
6241,29,81,2015,,,,
6242,29,81,2016,,,,
6243,29,81,2017,,,,
6244,29,81,2018,,,,
6245,29,81,2019,,,,
6246,29,83,2011,,,,
6247,29,83,2012,,,,
6248,29,83,2013,,,,
6249,29,83,2014,,,,
6250,29,83,2015,,,,
6251,29,83,2016,,,,
6252,29,83,2017,,,,
6253,29,83,2018,,,,
6254,29,83,2019,,,,
6255,29,85,2011,,,,
6256,29,85,2012,,,,
6257,29,85,2013,,,,
6258,29,85,2014,,,,
6259,29,85,2015,,,,
6260,29,85,2016,,,,
6261,29,85,2017,,,,
6262,29,85,2018,,,,
6263,29,85,2019,,,,
6264,29,87,2011,,,,
6265,29,87,2012,,,,
6266,29,87,2013,,,,
6267,29,87,2014,,,,
6268,29,87,2015,,,,
6269,29,87,2016,,,,
6270,29,87,2017,,,,
6271,29,87,2018,,,,
6272,29,87,2019,,,,
6273,29,89,2011,,,,
6274,29,89,2012,,,,
6275,29,89,2013,,,,
6276,29,89,2014,,,,
6277,29,89,2015,,,,
6278,29,89,2016,,,,
6279,29,89,2017,,,,
6280,29,89,2018,,,,
6281,29,89,2019,,,,
6282,29,91,2011,,,,
6283,29,91,2012,,,,
6284,29,91,2013,,,,
6285,29,91,2014,,,,
6286,29,91,2015,,,,
6287,29,91,2016,,,,
6288,29,91,2017,,,,
6289,29,91,2018,,,,
6290,29,91,2019,,,,
6291,29,93,2011,,,,
6292,29,93,2012,,,,
6293,29,93,2013,,,,
6294,29,93,2014,,,,
6295,29,93,2015,,,,
6296,29,93,2016,,,,
6297,29,93,2017,,,,
6298,29,93,2018,,,,
6299,29,93,2019,,,,
6300,29,95,2011,74.7,50.1,49.4,47.7
6301,29,95,2012,77.1,76.6,75.3,72
6302,29,95,2013,95.8,64.5,51.4,50.1
6303,29,95,2014,115.2,73.3,70.5,55.4
6304,29,95,2015,204.3,157,140.8,108.4
6305,29,95,2016,289.7,215.4,114.3,106.4
6306,29,95,2017,184.5,131.6,116.2,107.2
6307,29,95,2018,241.1,51.6,49.6,44.9
6308,29,95,2019,76.6,59.6,57.7,48.1
6309,29,97,2011,,,,
6310,29,97,2012,,,,
6311,29,97,2013,,,,
6312,29,97,2014,,,,
6313,29,97,2015,,,,
6314,29,97,2016,,,,
6315,29,97,2017,,,,
6316,29,97,2018,,,,
6317,29,97,2019,,,,
6318,29,99,2011,100,93.2,79.6,76.2
6319,29,99,2012,180.2,118.3,87,74.8
6320,29,99,2013,128.5,121.6,94.5,92.7
6321,29,99,2014,162.7,84.2,70,69
6322,29,99,2015,169.3,166.6,158.2,119
6323,29,99,2016,129.6,87.4,53.4,46.8
6324,29,99,2017,216.3,204.4,126,113.2
6325,29,99,2018,282,252.3,205.6,100.3
6326,29,99,2019,37.2,33.4,32.4,32.2
6327,29,101,2011,,,,
6328,29,101,2012,,,,
6329,29,101,2013,,,,
6330,29,101,2014,,,,
6331,29,101,2015,,,,
6332,29,101,2016,,,,
6333,29,101,2017,,,,
6334,29,101,2018,,,,
6335,29,101,2019,,,,
6336,29,103,2011,,,,
6337,29,103,2012,,,,
6338,29,103,2013,,,,
6339,29,103,2014,,,,
6340,29,103,2015,,,,
6341,29,103,2016,,,,
6342,29,103,2017,,,,
6343,29,103,2018,,,,
6344,29,103,2019,,,,
6345,29,105,2011,,,,
6346,29,105,2012,,,,
6347,29,105,2013,,,,
6348,29,105,2014,,,,
6349,29,105,2015,,,,
6350,29,105,2016,,,,
6351,29,105,2017,,,,
6352,29,105,2018,,,,
6353,29,105,2019,,,,
6354,29,107,2011,,,,
6355,29,107,2012,,,,
6356,29,107,2013,,,,
6357,29,107,2014,,,,
6358,29,107,2015,,,,
6359,29,107,2016,,,,
6360,29,107,2017,,,,
6361,29,107,2018,,,,
6362,29,107,2019,,,,
6363,29,109,2011,,,,
6364,29,109,2012,,,,
6365,29,109,2013,,,,
6366,29,109,2014,,,,
6367,29,109,2015,,,,
6368,29,109,2016,,,,
6369,29,109,2017,,,,
6370,29,109,2018,,,,
6371,29,109,2019,,,,
6372,29,111,2011,,,,
